,caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,usCite_1,usCite_2,,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes
6051,1973-151,1973-151-01,1973-151-01-01,1973-151-01-01-01,6/24/74,1,417 U.S. 817,417,817,,94 S. Ct. 2800,41 L. Ed. 2d 495,1974 U.S. LEXIS 82,1973,1504,Burger,73-918,"PELL et al. v. PROCUNIER, CORRECTIONS DIRECTOR, et al.",4/16/74,,226,,28,6,2,,,1,50,,50,,0,1,,1,1,5,0,0,0,0,30010,3,1,0,2,,2,200,,94,99,1,5,4
6052,1973-151,1973-151-02,1973-151-02-01,1973-151-02-01-01,6/24/74,1,417 U.S. 817,417,817,,94 S. Ct. 2800,41 L. Ed. 2d 495,1974 U.S. LEXIS 82,1973,1504,Burger,73-754,"PROCUNIER, CORRECTIONS DIRECTOR v. HILLERY et al.",4/16/74,,28,6,215,,2,,,1,50,,50,,0,1,,2,1,5,0,1,0,0,30010,3,1,0,2,,2,200,,94,99,1,6,3
6053,1973-152,1973-152-01,1973-152-01-01,1973-152-01-01-01,6/24/74,1,417 U.S. 843,417,843,,94 S. Ct. 2811,41 L. Ed. 2d 514,1974 U.S. LEXIS 83,1973,1504,Burger,73-1265,"SAXBE, ATTORNEY GENERAL, et al. v. WASHINGTON POST CO. et al.",4/17/74,,1,,190,,1,,,0,55,,32,,0,3,2,2,1,4,0,1,0,0,30010,3,1,0,1,,2,200,,94,99,1,5,4
6057,1973-155,1973-155-01,1973-155-01-01,1973-155-01-01-01,6/24/74,1,418 U.S. 87,418,87,,94 S. Ct. 2887,41 L. Ed. 2d 590,1974 U.S. LEXIS 16,1973,1504,Burger,73-507,HAMLING et al. v. UNITED STATES,4/15/74,,220,,27,,1,,,0,51,,29,,0,12,2,1,1,2,0,0,0,0,30200,3,1,0,1,,2,200,,102,99,1,5,4
6058,1973-155,1973-155-01,1973-155-01-02,1973-155-01-02-01,6/24/74,1,418 U.S. 87,418,87,,94 S. Ct. 2887,41 L. Ed. 2d 590,1974 U.S. LEXIS 16,1973,1504,Burger,73-507,HAMLING et al. v. UNITED STATES,4/15/74,,220,,27,,1,,,0,51,,29,,0,12,2,1,1,2,0,0,0,0,30200,3,1,0,4,,4,401,,102,99,1,5,4
6059,1973-155,1973-155-01,1973-155-01-03,1973-155-01-03-01,6/24/74,1,418 U.S. 87,418,87,,94 S. Ct. 2887,41 L. Ed. 2d 590,1974 U.S. LEXIS 16,1973,1504,Burger,73-507,HAMLING et al. v. UNITED STATES,4/15/74,,220,,27,,1,,,0,51,,29,,0,12,2,1,1,2,0,0,0,0,30200,3,1,0,1,,6,600,18 U.S.C. § 1461,102,99,1,5,4
6060,1973-156,1973-156-01,1973-156-01-01,1973-156-01-01-01,6/24/74,1,418 U.S. 153,418,153,,94 S. Ct. 2750,41 L. Ed. 2d 642,1974 U.S. LEXIS 85,1973,1504,Burger,73-557,JENKINS v. GEORGIA,4/15/74,,156,,28,13,2,,,0,302,13,300,13,1,1,2,1,1,3,0,1,0,0,30190,3,2,0,2,,2,200,,102,99,1,9,0
6063,1973-159,1973-159-01,1973-159-01-01,1973-159-01-01-01,6/25/74,1,418 U.S. 241,418,241,,94 S. Ct. 2831,41 L. Ed. 2d 730,1974 U.S. LEXIS 86,1973,1504,Burger,73-797,"MIAMI HERALD PUBLISHING CO., DIVISION OF KNIGHT NEWSPAPERS, INC. v. TORNILLO",4/17/74,,190,,211,,2,,,0,302,12,300,12,0,1,4,1,3,3,0,1,0,0,30010,3,2,0,2,,2,200,,99,99,1,9,0
6064,1973-159,1973-159-01,1973-159-01-02,1973-159-01-02-01,6/25/74,1,418 U.S. 241,418,241,,94 S. Ct. 2831,41 L. Ed. 2d 730,1974 U.S. LEXIS 86,1973,1504,Burger,73-797,"MIAMI HERALD PUBLISHING CO., DIVISION OF KNIGHT NEWSPAPERS, INC. v. TORNILLO",4/17/74,,190,,211,,2,,,0,302,12,300,12,0,1,4,1,3,3,0,1,0,0,30010,3,2,0,4,,6,600,28 U.S.C. § 1257,99,99,1,9,0
6065,1973-160,1973-160-01,1973-160-01-01,1973-160-01-01-01,6/25/74,1,418 U.S. 264,418,264,,94 S. Ct. 2770,41 L. Ed. 2d 745,1974 U.S. LEXIS 87,1973,1504,Burger,72-1180,"OLD DOMINION BRANCH NO. 496, NATIONAL ASSOCIATION OF LETTER CARRIERS, AFL-CIO, et al. v. AUSTIN et al.",11/14/73,,249,,8,60,2,,,0,302,55,300,55,0,1,2,1,1,3,0,1,0,0,30030,3,2,0,2,,2,200,,98,81,1,6,3
6067,1973-161,1973-161-01,1973-161-01-01,1973-161-01-01-01,6/25/74,7,418 U.S. 298,418,298,,94 S. Ct. 2714,41 L. Ed. 2d 770,1974 U.S. LEXIS 25,1973,1504,Burger,73-328,LEHMAN v. CITY OF SHAKER HEIGHTS et al.,2/26/74,,211,,3,41,1,,,0,302,41,300,41,1,10,2,1,1,2,0,0,0,0,30010,3,1,0,2,,2,200,,100,99,1,5,4
6068,1973-162,1973-162-01,1973-162-01-01,1973-162-01-01-01,6/25/74,1,418 U.S. 323,418,323,,94 S. Ct. 2997,41 L. Ed. 2d 789,1974 U.S. LEXIS 88,1973,1504,Burger,72-617,"GERTZ v. ROBERT WELCH, INC.",11/14/73,,111,,178,,1,,,0,66,,27,,0,11,2,2,1,4,0,1,0,0,30030,3,1,0,2,,2,200,,101,99,1,7,2
6069,1973-163,1973-163-01,1973-163-01-01,1973-163-01-01-01,6/25/74,6,418 U.S. 405,418,405,,94 S. Ct. 2727,41 L. Ed. 2d 842,1974 U.S. LEXIS 89,1973,1504,Burger,72-1690,SPENCE v. WASHINGTON,1/9/74,,218,,28,56,2,,,0,302,56,300,56,1,1,2,1,3,3,0,1,0,0,30150,3,2,0,2,,2,200,,,81,1,6,3
6121,1974-012,1974-012-01,1974-012-01-01,1974-012-01-01-01,12/18/74,1,419 U.S. 245,419,245,,95 S. Ct. 465,42 L. Ed. 2d 419,1974 U.S. LEXIS 158,1974,1504,Burger,73-5520,CANTRELL et al. v. FOREST CITY PUBLISHING CO. et al.,11/13/74,,174,,190,,1,,,0,103,,26,,0,12,4,2,1,4,0,1,0,0,30040,3,1,0,2,,2,200,,94,99,1,8,1
6189,1974-059,1974-059-01,1974-059-01-01,1974-059-01-01-01,3/3/75,1,420 U.S. 469,420,469,,95 S. Ct. 1029,43 L. Ed. 2d 328,1975 U.S. LEXIS 139,1974,1504,Burger,73-938,COX BROADCASTING CORP. et al. v. COHN,11/11/74,,246,,175,,2,,,0,302,13,300,13,0,1,2,1,3,3,0,1,0,0,30040,3,2,0,2,,2,200,,95,99,1,8,1
6190,1974-059,1974-059-01,1974-059-01-02,1974-059-01-02-01,3/3/75,1,420 U.S. 469,420,469,,95 S. Ct. 1029,43 L. Ed. 2d 328,1975 U.S. LEXIS 139,1974,1504,Burger,73-938,COX BROADCASTING CORP. et al. v. COHN,11/11/74,,246,,175,,2,,,0,302,13,300,13,0,1,2,1,3,3,0,1,0,0,30040,3,2,0,4,,6,600,28 U.S.C. § 1257,95,99,1,8,1
6197,1974-066,1974-066-01,1974-066-01-01,1974-066-01-01-01,3/18/75,1,420 U.S. 546,420,546,,95 S. Ct. 1239,43 L. Ed. 2d 448,1975 U.S. LEXIS 3,1974,1504,Burger,73-1004,"SOUTHEASTERN PROMOTIONS, LTD. v. CONRAD et al.",10/17/74,,156,,3,50,1,117,50,0,116,,26,,1,11,2,1,1,3,0,1,0,0,30010,3,2,0,2,,2,200,,100,81,1,6,3
6237,1974-096,1974-096-01,1974-096-01-01,1974-096-01-01-01,5/19/75,1,421 U.S. 349,421,349,,95 S. Ct. 1753,44 L. Ed. 2d 217,1975 U.S. LEXIS 6,1974,1504,Burger,73-1765,"MEEK et al. v. PITTENGER, SECRETARY OF EDUCATION, et al.",2/19/75,,25,45,28,45,2,117,45,1,109,,109,,1,1,,1,3,6,0,1,0,0,30180,3,2,0,2,,2,203,,94,81,1,6,3
6238,1974-096,1974-096-01,1974-096-01-01,1974-096-01-01-02,5/19/75,1,421 U.S. 349,421,349,,95 S. Ct. 1753,44 L. Ed. 2d 217,1975 U.S. LEXIS 6,1974,1504,Burger,73-1765,"MEEK et al. v. PITTENGER, SECRETARY OF EDUCATION, et al.",2/19/75,,25,45,28,45,2,117,45,1,109,,109,,1,1,,1,3,6,0,1,0,0,30180,3,1,0,2,,2,203,,94,81,2,6,3
6248,1974-104,1974-104-01,1974-104-01-01,1974-104-01-01-01,5/27/75,1,421 U.S. 491,421,491,,95 S. Ct. 1813,44 L. Ed. 2d 324,1975 U.S. LEXIS 65,1974,1504,Burger,73-1923,EASTLAND et al. v. UNITED STATES SERVICEMEN'S FUND et al.,1/22/75,,22,,218,,1,,,0,55,,32,,0,11,3,2,1,4,0,1,0,0,30050,3,1,0,1,,1,106,,99,99,1,8,1
6270,1974-118,1974-118-01,1974-118-01-01,1974-118-01-01-01,6/16/75,1,421 U.S. 809,421,809,,95 S. Ct. 2222,44 L. Ed. 2d 600,1975 U.S. LEXIS 73,1974,1504,Burger,73-1309,BIGELOW v. VIRGINIA,12/18/74,,220,,28,55,2,,,0,302,55,300,55,1,1,2,1,3,3,0,1,0,0,30020,3,2,0,2,,2,200,,100,99,1,7,2
6278,1974-124,1974-124-01,1974-124-01-01,1974-124-01-01-01,6/17/75,1,422 U.S. 66,422,66,,95 S. Ct. 2080,45 L. Ed. 2d 26,1975 U.S. LEXIS 143,1974,1504,Burger,73-1908,CORT et al. v. ASH,3/18/75,,185,,237,,1,,,0,109,,23,,0,12,3,2,1,3,0,1,0,0,30140,3,1,0,4,,3,330,,92,99,1,9,0
6286,1974-129,1974-129-01,1974-129-01-01,1974-129-01-01-01,6/23/75,1,422 U.S. 205,422,205,,95 S. Ct. 2268,45 L. Ed. 2d 125,1975 U.S. LEXIS 79,1974,1504,Burger,73-1942,ERZNOZNIK v. CITY OF JACKSONVILLE,2/26/75,,242,,3,12,2,,,0,302,12,301,12,1,1,2,1,4,3,0,1,0,0,30190,3,2,0,2,,2,200,,101,81,1,6,3
6363,1975-033,1975-033-01,1975-033-01-01,1975-033-01-01-01,1/30/76,6,424 U.S. 1,424,1,,96 S. Ct. 612,46 L. Ed. 2d 659,1976 U.S. LEXIS 16,1975,1506,Burger,75-436,"BUCKLEY et al. v. VALEO, SECRETARY OF THE UNITED STATES SENATE, et al.",11/10/75,,23,,343,,2,,,1,55,,32,,0,1,2,1,2,6,0,1,0,0,30140,3,2,0,1,,1,135,,,92,1,7,1
6364,1975-033,1975-033-02,1975-033-02-01,1975-033-02-01-01,1/30/76,6,424 U.S. 1,424,1,,96 S. Ct. 612,46 L. Ed. 2d 659,1976 U.S. LEXIS 16,1975,1506,Burger,75-437,"BUCKLEY et al. v. VALEO, SECRETARY OF THE UNITED STATES SENATE, et al.",11/10/75,,23,,343,,2,,,1,55,,55,,0,1,2,2,2,2,0,0,0,0,30140,3,2,0,1,,1,135,,,92,1,7,1
6365,1975-033,1975-033-02,1975-033-02-02,1975-033-02-02-01,1/30/76,6,424 U.S. 1,424,1,,96 S. Ct. 612,46 L. Ed. 2d 659,1976 U.S. LEXIS 16,1975,1506,Burger,75-437,"BUCKLEY et al. v. VALEO, SECRETARY OF THE UNITED STATES SENATE, et al.",11/10/75,,23,,343,,2,,,1,55,,55,,0,1,2,2,2,2,0,0,0,0,30140,3,2,0,1,,2,200,,,99,1,6,2
6366,1975-033,1975-033-02,1975-033-02-03,1975-033-02-03-01,1/30/76,6,424 U.S. 1,424,1,,96 S. Ct. 612,46 L. Ed. 2d 659,1976 U.S. LEXIS 16,1975,1506,Burger,75-437,"BUCKLEY et al. v. VALEO, SECRETARY OF THE UNITED STATES SENATE, et al.",11/10/75,,23,,343,,2,,,1,55,,55,,0,1,2,2,2,2,0,0,0,0,30140,3,2,0,1,,2,200,,,99,1,6,2
6367,1975-033,1975-033-02,1975-033-02-04,1975-033-02-04-01,1/30/76,6,424 U.S. 1,424,1,,96 S. Ct. 612,46 L. Ed. 2d 659,1976 U.S. LEXIS 16,1975,1506,Burger,75-437,"BUCKLEY et al. v. VALEO, SECRETARY OF THE UNITED STATES SENATE, et al.",11/10/75,,23,,343,,2,,,1,55,,55,,0,1,2,2,2,2,0,0,0,0,30140,3,1,0,1,,3,330,,,92,1,6,2
6368,1975-033,1975-033-02,1975-033-02-05,1975-033-02-05-01,1/30/76,6,424 U.S. 1,424,1,,96 S. Ct. 612,46 L. Ed. 2d 659,1976 U.S. LEXIS 16,1975,1506,Burger,75-437,"BUCKLEY et al. v. VALEO, SECRETARY OF THE UNITED STATES SENATE, et al.",11/10/75,,23,,343,,2,,,1,55,,55,,0,1,2,2,2,2,0,0,0,0,30140,3,1,0,1,,3,330,,,92,1,6,2
6369,1975-033,1975-033-02,1975-033-02-06,1975-033-02-06-01,1/30/76,6,424 U.S. 1,424,1,,96 S. Ct. 612,46 L. Ed. 2d 659,1976 U.S. LEXIS 16,1975,1506,Burger,75-437,"BUCKLEY et al. v. VALEO, SECRETARY OF THE UNITED STATES SENATE, et al.",11/10/75,,23,,343,,2,,,1,55,,55,,0,1,2,2,2,2,0,0,0,0,30140,3,1,0,1,,3,345,,,92,1,6,2
6370,1975-033,1975-033-02,1975-033-02-07,1975-033-02-07-01,1/30/76,6,424 U.S. 1,424,1,,96 S. Ct. 612,46 L. Ed. 2d 659,1976 U.S. LEXIS 16,1975,1506,Burger,75-437,"BUCKLEY et al. v. VALEO, SECRETARY OF THE UNITED STATES SENATE, et al.",11/10/75,,23,,343,,2,,,1,55,,55,,0,1,2,2,2,2,0,0,0,0,30140,3,1,0,1,,1,110,,,92,1,6,2
6371,1975-033,1975-033-02,1975-033-02-08,1975-033-02-08-01,1/30/76,6,424 U.S. 1,424,1,,96 S. Ct. 612,46 L. Ed. 2d 659,1976 U.S. LEXIS 16,1975,1506,Burger,75-437,"BUCKLEY et al. v. VALEO, SECRETARY OF THE UNITED STATES SENATE, et al.",11/10/75,,23,,343,,2,,,1,55,,55,,0,1,2,2,2,2,0,0,0,0,30140,3,1,0,1,,2,212,,,92,1,6,2
6372,1975-033,1975-033-02,1975-033-02-09,1975-033-02-09-01,1/30/76,6,424 U.S. 1,424,1,,96 S. Ct. 612,46 L. Ed. 2d 659,1976 U.S. LEXIS 16,1975,1506,Burger,75-437,"BUCKLEY et al. v. VALEO, SECRETARY OF THE UNITED STATES SENATE, et al.",11/10/75,,23,,343,,2,,,1,55,,55,,0,1,2,2,2,2,0,0,0,0,30140,3,1,0,1,,3,345,,,92,1,6,2
6373,1975-033,1975-033-02,1975-033-02-10,1975-033-02-10-01,1/30/76,6,424 U.S. 1,424,1,,96 S. Ct. 612,46 L. Ed. 2d 659,1976 U.S. LEXIS 16,1975,1506,Burger,75-437,"BUCKLEY et al. v. VALEO, SECRETARY OF THE UNITED STATES SENATE, et al.",11/10/75,,23,,343,,2,,,1,55,,55,,0,1,2,2,2,2,0,0,0,0,30140,3,1,0,1,,1,110,,,92,1,6,2
6374,1975-033,1975-033-02,1975-033-02-11,1975-033-02-11-01,1/30/76,6,424 U.S. 1,424,1,,96 S. Ct. 612,46 L. Ed. 2d 659,1976 U.S. LEXIS 16,1975,1506,Burger,75-437,"BUCKLEY et al. v. VALEO, SECRETARY OF THE UNITED STATES SENATE, et al.",11/10/75,,23,,343,,2,,,1,55,,55,,0,1,2,2,2,2,0,0,0,0,30140,3,1,0,1,,2,212,,,92,1,6,2
6375,1975-033,1975-033-02,1975-033-02-12,1975-033-02-12-01,1/30/76,6,424 U.S. 1,424,1,,96 S. Ct. 612,46 L. Ed. 2d 659,1976 U.S. LEXIS 16,1975,1506,Burger,75-437,"BUCKLEY et al. v. VALEO, SECRETARY OF THE UNITED STATES SENATE, et al.",11/10/75,,23,,343,,2,,,1,55,,55,,0,1,2,2,2,2,0,0,0,0,30140,3,2,0,1,,1,139,,,99,1,6,2
6376,1975-033,1975-033-02,1975-033-02-13,1975-033-02-13-01,1/30/76,6,424 U.S. 1,424,1,,96 S. Ct. 612,46 L. Ed. 2d 659,1976 U.S. LEXIS 16,1975,1506,Burger,75-437,"BUCKLEY et al. v. VALEO, SECRETARY OF THE UNITED STATES SENATE, et al.",11/10/75,,23,,343,,2,,,1,55,,55,,0,1,2,2,2,2,0,0,0,0,30140,3,2,0,1,,1,139,,,99,1,6,2
6389,1975-041,1975-041-01,1975-041-01-01,1975-041-01-01-01,3/2/76,1,424 U.S. 448,424,448,,96 S. Ct. 958,47 L. Ed. 2d 154,1976 U.S. LEXIS 26,1975,1506,Burger,74-944,"TIME, INC. v. FIRESTONE",10/14/75,,178,,174,,1,,,0,302,12,300,12,0,11,2,2,1,5,0,1,0,0,30030,3,1,0,2,,2,200,,102,99,1,6,2
6390,1975-041,1975-041-01,1975-041-01-01,1975-041-01-01-02,3/2/76,1,424 U.S. 448,424,448,,96 S. Ct. 958,47 L. Ed. 2d 154,1976 U.S. LEXIS 26,1975,1506,Burger,74-944,"TIME, INC. v. FIRESTONE",10/14/75,,178,,174,,1,,,0,302,12,300,12,0,11,2,2,1,5,0,1,0,0,30030,3,2,0,2,,2,200,,102,99,2,7,1
6392,1975-044,1975-044-01,1975-044-01-01,1975-044-01-01-01,3/3/76,1,424 U.S. 507,424,507,,96 S. Ct. 1029,47 L. Ed. 2d 196,1976 U.S. LEXIS 5,1975,1506,Burger,74-773,HUDGENS v. NATIONAL LABOR RELATIONS BOARD et al.,10/14/75,,235,,382,,1,82,,0,25,,25,,0,10,2,2,1,5,0,1,1,0,30010,3,1,0,1,,2,200,,94,99,1,6,2
6393,1975-044,1975-044-01,1975-044-01-02,1975-044-01-02-01,3/3/76,1,424 U.S. 507,424,507,,96 S. Ct. 1029,47 L. Ed. 2d 196,1976 U.S. LEXIS 5,1975,1506,Burger,74-773,HUDGENS v. NATIONAL LABOR RELATIONS BOARD et al.,10/14/75,,235,,382,,1,82,,0,25,,25,,0,10,2,2,1,5,0,1,1,0,30010,3,1,0,4,5,3,356,,94,99,1,6,2
6404,1975-055,1975-055-01,1975-055-01-01,1975-055-01-01-01,3/23/76,1,424 U.S. 669,424,669,,96 S. Ct. 1189,47 L. Ed. 2d 387,1976 U.S. LEXIS 11,1975,1506,Burger,74-532,MCKINNEY v. ALABAMA,12/15/75,,117,,28,1,1,,,0,302,1,300,1,1,12,2,1,3,4,0,1,0,0,30190,3,2,0,2,,2,200,,102,99,1,8,0
6405,1975-055,1975-055-01,1975-055-01-02,1975-055-01-02-01,3/23/76,1,424 U.S. 669,424,669,,96 S. Ct. 1189,47 L. Ed. 2d 387,1976 U.S. LEXIS 11,1975,1506,Burger,74-532,MCKINNEY v. ALABAMA,12/15/75,,117,,28,1,1,,,0,302,1,300,1,1,12,2,1,3,4,0,1,0,0,30190,3,2,0,2,,8,800,,,,1,8,0
6416,1975-060,1975-060-01,1975-060-01-01,1975-060-01-01-01,3/24/76,1,424 U.S. 828,424,828,,96 S. Ct. 1211,47 L. Ed. 2d 505,1976 U.S. LEXIS 12,1975,1506,Burger,74-848,"GREER, COMMANDER, FORT DIX MILITARY RESERVATION, et al. v. SPOCK et al.",11/5/75,,27,,211,,1,6,,0,92,,23,,0,10,2,2,1,3,0,1,0,0,30010,3,1,0,1,,2,200,,94,99,1,6,2
6431,1975-071,1975-071-01,1975-071-01-01,1975-071-01-01-01,4/5/76,1,425 U.S. 238,425,238,,96 S. Ct. 1440,47 L. Ed. 2d 708,1976 U.S. LEXIS 35,1975,1506,Burger,74-1269,"KELLEY, COMMISSIONER, SUFFOLK COUNTY POLICE DEPARTMENT v. JOHNSON",12/8/75,,19,37,8,37,1,117,37,0,94,,22,,0,11,2,2,1,3,0,1,0,0,30010,3,1,0,2,,2,200,,102,99,1,6,2
6457,1975-091,1975-091-01,1975-091-01-01,1975-091-01-01-01,5/19/76,1,425 U.S. 610,425,610,,96 S. Ct. 1755,48 L. Ed. 2d 243,1976 U.S. LEXIS 149,1975,1506,Burger,74-1329,HYNES et al. v. MAYOR AND COUNCIL OF BOROUGH OF ORADELL et al.,12/10/75,,211,,3,35,2,,,0,302,35,300,35,1,1,4,1,4,4,0,1,0,0,30010,3,2,0,2,,2,200,,99,99,1,7,1
6467,1975-098,1975-098-01,1975-098-01-01,1975-098-01-01-01,5/24/76,1,425 U.S. 748,425,748,,96 S. Ct. 1817,48 L. Ed. 2d 346,1976 U.S. LEXIS 55,1975,1506,Burger,74-895,"VIRGINIA STATE BOARD OF PHARMACY et al. v. VIRGINIA CITIZENS CONSUMER COUNCIL, INC., et al.",11/11/75,,4,55,134,,2,,,1,126,,126,,0,1,,2,3,2,0,0,1,0,30020,3,2,0,2,,2,200,,100,99,1,7,1
6525,1975-139,1975-139-01,1975-139-01-01,1975-139-01-01-01,6/21/76,1,426 U.S. 696,426,696,,96 S. Ct. 2372,49 L. Ed. 2d 151,1976 U.S. LEXIS 69,1975,1506,Burger,75-292,SERBIAN EASTERN ORTHODOX DIOCESE FOR THE UNITED STATES OF AMERICA AND CANADA et al. v. MILIVOJEVICH et al.,3/22/76,,130,,130,,1,,,0,302,17,300,17,0,11,6,1,1,3,0,1,0,0,30160,3,2,0,2,,2,202,,92,99,1,7,2
6526,1975-140,1975-140-01,1975-140-01-01,1975-140-01-01-01,6/21/76,7,426 U.S. 736,426,736,,96 S. Ct. 2337,49 L. Ed. 2d 179,1976 U.S. LEXIS 70,1975,1506,Burger,74-730,ROEMER et al. v. BOARD OF PUBLIC WORKS OF MARYLAND et al.,2/23/76,,25,25,4,25,2,117,25,1,79,,79,,1,1,,1,1,2,0,0,0,0,30180,3,1,0,2,,2,203,,100,99,1,5,4
6539,1975-146,1975-146-01,1975-146-01-01,1975-146-01-01-01,6/24/76,1,427 U.S. 50,427,50,,96 S. Ct. 2440,49 L. Ed. 2d 310,1976 U.S. LEXIS 3,1975,1506,Burger,75-312,"YOUNG, MAYOR OF DETROIT, et al. v. AMERICAN MINI THEATRES, INC., et al.",3/24/76,,3,27,242,,1,,,0,81,,26,,1,10,3,2,1,3,0,1,0,0,30190,3,1,0,2,,2,200,,103,99,1,5,4
6540,1975-146,1975-146-01,1975-146-01-02,1975-146-01-02-01,6/24/76,1,427 U.S. 50,427,50,,96 S. Ct. 2440,49 L. Ed. 2d 310,1976 U.S. LEXIS 3,1975,1506,Burger,75-312,"YOUNG, MAYOR OF DETROIT, et al. v. AMERICAN MINI THEATRES, INC., et al.",3/24/76,,3,27,242,,1,,,0,81,,26,,1,10,3,2,1,3,0,1,0,0,30190,3,1,0,2,,2,231,,103,99,1,5,4
6541,1975-146,1975-146-01,1975-146-01-03,1975-146-01-03-01,6/24/76,1,427 U.S. 50,427,50,,96 S. Ct. 2440,49 L. Ed. 2d 310,1976 U.S. LEXIS 3,1975,1506,Burger,75-312,"YOUNG, MAYOR OF DETROIT, et al. v. AMERICAN MINI THEATRES, INC., et al.",3/24/76,,3,27,242,,1,,,0,81,,26,,1,10,3,2,1,3,0,1,0,0,30190,3,1,0,2,,2,230,,103,99,1,5,4
6563,1975-158,1975-158-01,1975-158-01-01,1975-158-01-01-01,6/25/76,7,427 U.S. 347,427,347,,96 S. Ct. 2673,49 L. Ed. 2d 547,1976 U.S. LEXIS 109,1975,1506,Burger,74-1520,"ELROD, SHERIFF, et al. v. BURNS et al.",4/19/76,,211,,8,17,1,,,0,66,,27,,0,12,4,2,1,2,0,0,0,0,30010,3,2,0,2,,2,201,,92,92,1,5,3
6580,1975-166,1975-166-01,1975-166-01-01,1975-166-01-01-01,6/30/76,1,427 U.S. 539,427,539,,96 S. Ct. 2791,49 L. Ed. 2d 683,1976 U.S. LEXIS 17,1975,1506,Burger,75-817,"NEBRASKA PRESS ASSN. et al. v. STUART, JUDGE, et al.",4/19/76,,226,,16,32,1,,,0,302,32,300,32,0,11,2,1,1,3,0,1,0,0,30010,3,2,0,2,,2,200,,99,99,1,9,0
6617,1976-012,1976-012-01,1976-012-01-01,1976-012-01-01-01,11/2/76,5,429 U.S. 65,429,65,,97 S. Ct. 342,50 L. Ed. 2d 223,1976 U.S. LEXIS 172,1976,1506,Burger,75-478,PARKER SEAL CO. v. CUMMINS,10/12/76,,151,,145,,1,,,0,73,,26,,0,12,,2,1,2,0,0,0,0,30160,3,2,0,3,,,,,,,1,4,4
6630,1976-023,1976-023-01,1976-023-01-01,1976-023-01-01-01,12/8/76,1,429 U.S. 167,429,167,,97 S. Ct. 421,50 L. Ed. 2d 376,1976 U.S. LEXIS 181,1976,1506,Burger,75-946,CITY OF MADISON JOINT SCHOOL DISTRICT NO. 8 et al. v. WISCONSIN EMPLOYMENT RELATIONS COMMISSION et al.,10/12/76,,21,58,4,58,2,117,58,0,302,58,300,58,0,1,2,1,1,4,0,1,0,0,30010,3,2,0,2,,2,200,,99,99,1,9,0
6643,1976-029,1976-029-01,1976-029-01-01,1976-029-01-01-01,1/11/77,1,429 U.S. 274,429,274,,97 S. Ct. 568,50 L. Ed. 2d 471,1977 U.S. LEXIS 29,1976,1506,Burger,75-1278,MT. HEALTHY CITY SCHOOL DISTRICT BOARD OF EDUCATION v. DOYLE,11/3/76,,21,41,8,41,1,117,41,0,104,,26,,0,11,2,2,1,5,0,1,0,0,30010,3,1,0,2,,2,224,,102,99,1,9,0
6644,1976-029,1976-029-01,1976-029-01-02,1976-029-01-02-01,1/11/77,1,429 U.S. 274,429,274,,97 S. Ct. 568,50 L. Ed. 2d 471,1977 U.S. LEXIS 29,1976,1506,Burger,75-1278,MT. HEALTHY CITY SCHOOL DISTRICT BOARD OF EDUCATION v. DOYLE,11/3/76,,21,41,8,41,1,117,41,0,104,,26,,0,11,2,2,1,5,0,1,0,0,30010,3,1,0,2,,2,200,,102,99,1,9,0
6645,1976-029,1976-029-01,1976-029-01-03,1976-029-01-03-01,1/11/77,1,429 U.S. 274,429,274,,97 S. Ct. 568,50 L. Ed. 2d 471,1977 U.S. LEXIS 29,1976,1506,Burger,75-1278,MT. HEALTHY CITY SCHOOL DISTRICT BOARD OF EDUCATION v. DOYLE,11/3/76,,21,41,8,41,1,117,41,0,104,,26,,0,11,2,2,1,5,0,1,0,0,30010,3,1,0,4,,6,600,28 U.S.C. § 1331,102,99,1,9,0
6697,1976-060,1976-060-01,1976-060-01-01,1976-060-01-01-01,3/1/77,1,430 U.S. 188,430,188,,97 S. Ct. 990,51 L. Ed. 2d 260,1977 U.S. LEXIS 52,1976,1506,Burger,75-708,MARKS et al. v. UNITED STATES,11/1/76,,156,,27,,1,,,0,73,,26,,1,2,2,1,1,4,0,1,0,0,30200,3,1,1,1,,2,207,,101,99,1,5,4
6704,1976-066,1976-066-01,1976-066-01-01,1976-066-01-01-01,3/7/77,2,430 U.S. 308,430,308,,97 S. Ct. 1045,51 L. Ed. 2d 355,1977 U.S. LEXIS 58,1976,1506,Burger,76-867,"OKLAHOMA PUBLISHING CO. v. DISTRICT COURT IN AND FOR OKLAHOMA COUNTY, OKLAHOMA, et al.",,,226,,6,42,1,,,0,302,42,300,42,0,12,2,1,1,3,0,1,0,0,30010,3,2,0,2,,2,200,,,99,1,9,0
